aktørid,aktør,Period,party
1556,Jann Sjursen,69,Kristendemokraterne
1044,Lotte Thiim Bertelsen,69,Socialistisk Folkeparti
15796,Jan Erik Messmann,69,Dansk Folkeparti
1558,Tove Videbæk,69,Kristendemokraterne
15792,Rasmus Nordqvist,69,Alternativet
56,Karin Nødgaard,69,Dansk Folkeparti
224,Flemming Møller Mortensen,69,Socialdemokratiet
1885,Inge Dahl-Sørensen,69,Venstre
20352,Helene Brydensholt,69,Alternativet
138,Mette Frederiksen,69,Socialdemokratiet
20635,Markus E. Olsen,69,Siumut
677,Jesper Langballe,69,Dansk Folkeparti
18700,Heidi Bank,69,Venstre
20361,Fie Hækkerup,69,Socialdemokratiet
1413,Peter Westermann,69,Socialistisk Folkeparti
15794,Trine Torp,69,Socialistisk Folkeparti
223,Henrik Høegh,69,Venstre
1557,Bodil Kornbek,69,Kristendemokraterne
84,Troels Ravn,69,Socialdemokratiet
20820,Carl Andersen,69,Liberal Alliance
20917,Tina Cartey Hansen,69,Det Konservative Folkeparti
15795,May-Britt Kattrup,69,Liberal Alliance
18699,Christoffer Aagaard Melson,69,Venstre
221,Pia Adelsteen,69,Dansk Folkeparti
111,Joachim B. Olsen,69,Liberal Alliance
189,Mai Mercado,69,Det Konservative Folkeparti
217,Lars Christian Lilleholt,69,Venstre
1504,Laura Lindahl,69,Liberal Alliance
1831,Freddie H. Madsen,69,Dansk Folkeparti
20386,Rasmus Lund-Nielsen,69,Moderaterne
16180,Kasper Roug,69,Socialdemokratiet
192,Fatma Øktem,69,Venstre
214,Jeppe Bruus,69,Socialdemokratiet
21083,Thorkild Holmboe-Hay,69,Socialdemokratiet
1431,Pia Kristensen,69,Dansk Folkeparti
1495,Bendt Bendtsen,69,Det Konservative Folkeparti
16351,Malte Larsen,69,Socialdemokratiet
20823,Morten Vehl,69,Danmarksdemokraterne
18693,Mai Villadsen,69,Enhedslisten
384,Mogens Lykketoft,69,Socialdemokratiet
213,Jens Joel,69,Socialdemokratiet
680,Morten Helveg Petersen,69,Radikale Venstre
16374,Anders Johansson,69,Det Konservative Folkeparti
193,Karsten Nonbo,69,Venstre
20539,Noah Sturis,69,Alternativet
16428,Emrah Tuncer,69,Radikale Venstre
18692,Susanne Zimmer,69,Alternativet
1023,Lone Møller (udpeget af S),69,Socialdemokratiet
49,Erling Bonnesen,69,Venstre
39,Christian Juhl,69,Enhedslisten
16473,Malou Lunderød,69,Socialdemokratiet
1881,Elisabeth Arnold,69,Radikale Venstre
20366,Thomas Skriver Jensen,69,Socialdemokratiet
1502,Karl H. Bornhøft,69,Socialistisk Folkeparti
16176,Nikolaj Amstrup,69,Alternativet
16072,Carsten Kudsk,69,Dansk Folkeparti
18696,Morten Dahlin,69,Venstre
1039,Lotte Bundsgaard,69,Socialdemokratiet
679,Per Kaalund,69,Socialdemokratiet
20976,Caroline Stage Olsen,69,Moderaterne
20349,Anna Falkenberg,69,Sambandsflokkurin
191,Zenia Stampe,69,Radikale Venstre
16073,Rasmus Vestergaard Madsen,69,Enhedslisten
216,Mikkel Dencker,69,Dansk Folkeparti
96,Mike Legarth,69,Det Konservative Folkeparti
18694,Victoria Velasquez,69,Enhedslisten
1882,Henriette Kjær,69,Det Konservative Folkeparti
18695,Kim Valentin,69,Venstre
20367,Kris Jensen Skriver,69,Socialdemokratiet
50,Liselott Blixt,69,Dansk Folkeparti
1417,Pia Boisen,69,Enhedslisten
1503,Hans Vestager,69,Radikale Venstre
16092,Sisse Marie Welling,69,Socialistisk Folkeparti
99,Ole Birk Olesen,69,Liberal Alliance
20387,Kristian Klarskov,69,Moderaterne
215,Jørgen Arbo-Bæhr,69,Enhedslisten
20395,Alexander Ryle,69,Liberal Alliance
16074,Steen Holm Iversen,69,Liberal Alliance
13836,Helge Vagn Jacobsen,69,Radikale Venstre
15762,Christian Rabjerg Madsen,69,Socialdemokratiet
1454,Rasmus Jarlov,69,Det Konservative Folkeparti
19480,Henrik Vinther,69,Radikale Venstre
1771,Uno Larsson,69,Dansk Folkeparti
6688,Henrik Rasmussen,69,Det Konservative Folkeparti
1269,Niels Høiby,69,Liberal Alliance
19920,Karsten Filsø,69,Socialistisk Folkeparti
282,Sanne Bjørn,69,Radikale Venstre
660,Svend Erik Hovmand,69,Venstre
3996,Henrik Fruergaard,69,Venstre
3083,Charlotte Fischer,69,Radikale Venstre
6689,Juliane Henningsen Heilmann,69,Inuit Ataqatigiit
18917,Balder Mørk Andersen,69,Socialistisk Folkeparti
20378,Rosa Eriksen,69,Moderaterne
1325,Ole Vagn Christensen,69,Socialdemokratiet
20779,Runa Friis Hansen,69,Enhedslisten
164,Hans Andersen,69,Venstre
20389,Peter Have,69,Moderaterne
6701,Kenneth F. Christensen,69,Socialdemokratiet
2156,Gitte Seeberg,69,Uden for Folketingsgrupperne
1116,Marianne Saxtoft,69,Radikale Venstre
18953,Mira Issa Bloch,69,Alternativet
1793,Keld Albrechtsen,69,Enhedslisten
19475,Susan Kronborg,69,Radikale Venstre
657,Pia Larsen,69,Venstre
6685,Anders Broholm,69,Venstre
19000,Theresa Berg Andersen,69,Socialistisk Folkeparti
1751,Inger Bierbaum,69,Socialdemokratiet
286,Ane Halsboe-Jørgensen,69,Socialdemokratiet
20390,Mike Villa Fonseca,69,Moderaterne
163,Ellen Trane Nørby,69,Venstre
139,Thomas Danielsen,69,Venstre
3998,Thomas Krog,69,Socialistisk Folkeparti
18,Alex Ahrendtsen,69,Dansk Folkeparti
344,Linda Kristiansen,69,Radikale Venstre
73,Merete Riisager,69,Liberal Alliance
1773,Carsten Bo Jensen,69,Socialdemokratiet
1821,Sven Buhrkall,69,Venstre
158,Eigil Andersen,69,Socialistisk Folkeparti
3997,Tina Bostrup,69,Radikale Venstre
6687,Kaj Leo Johannesen,69,Sambandsflokkurin
6686,Torben Lund,69,Socialistisk Folkeparti
1774,Jørgen Winther,69,Venstre
1770,Erik Mortensen,69,Socialdemokratiet
365,Karen Jespersen,69,Venstre
18830,Nils Sjøberg,69,Radikale Venstre
21075,Michael Rosenmark,69,Danmarksdemokraterne
8910,Karin Storgaard,69,Dansk Folkeparti
17,Christine Antorini,69,Socialdemokratiet
167,Dan Jørgensen,69,Socialdemokratiet
20354,Theresa Scavenius,69,Alternativet
279,Tina Nedergaard,69,Venstre
3994,Jesper Kinch-Jensen,69,Socialdemokratiet
1250,Jan Trøjborg,69,Socialdemokratiet
8917,Thomas Horn,69,Socialdemokratiet
18736,Egil Hulgaard,69,Det Konservative Folkeparti
1334,Peter Laigaard,69,Liberal Alliance
1768,Grete Schødts,69,Socialdemokratiet
1822,Jens Peter Vernersen,69,Socialdemokratiet
86,Marlene Borst Hansen,69,Radikale Venstre
9780,Tórbjørn Jacobsen,69,Tjóðveldi
108,Charlotte Dyremose,69,Det Konservative Folkeparti
1804,Jan Petersen (udpeget af S),69,Socialdemokratiet
20356,Mikkel Bjørn,69,Nye Borgerlige
72,Karen Ellemann,69,Venstre
19569,Maja Torp,69,Venstre
661,Jens Rohde,69,Venstre
6737,Johannes Lebech,69,Radikale Venstre
141,Martin Lidegaard,69,Radikale Venstre
348,Villy Søvndal,69,Socialistisk Folkeparti
123,Andreas Steenberg,69,Radikale Venstre
20384,Nanna W. Gotfredsen,69,Moderaterne
1124,Marion Pedersen,69,Venstre
18882,Tanja Larsson,69,Socialdemokratiet
281,Finn Thranum,69,Venstre
88,Martin Geertsen,69,Venstre
1249,Allan Niebuhr,69,Det Konservative Folkeparti
280,Karen J. Klint (udpeget af S),69,Socialdemokratiet
3995,Egil Møller,69,Dansk Folkeparti
1115,Marianne Pedersen,69,Venstre
19809,Christina Thorholm,69,Radikale Venstre
1769,Birthe Skaarup (udpeget af DF),69,Dansk Folkeparti
2103,Britta Schall Holberg,69,Venstre
8319,Jytte Andersen,69,Socialdemokratiet
7633,Torben Hansen,69,Socialdemokratiet
20377,Henrik Frandsen,69,Moderaterne
288,Torben Hansen (udpeget af S),69,Socialdemokratiet
1319,Ole Stavad (udpeget af S),69,Socialdemokratiet
4968,Knud Kristensen,69,Det Konservative Folkeparti
19142,Barbara Gaardlykke Apol,69,Javnaðarflokkurin
20767,Andreas Karlsen,69,Det Konservative Folkeparti
102,Jan E. Jørgensen,69,Venstre
1779,Else Winther Andersen,69,Venstre
4969,Jørgen Poulsen,69,Radikale Venstre
4434,Abbas Razvi,69,Radikale Venstre
161,Liv Holm Andersen,69,Radikale Venstre
302,Benedikte Kiær,69,Det Konservative Folkeparti
80,Torsten Schack Pedersen,69,Venstre
87,Finn Sørensen,69,Enhedslisten
656,Jesper Kiel,69,Enhedslisten
4971,Jane Alrø Sørensen,69,Socialistisk Folkeparti
20355,Kim Edberg Andersen,69,Nye Borgerlige
1280,Niels Sindal,69,Socialdemokratiet
19133,Anders G. Christensen,69,Venstre
297,Maja Panduro (udpeget af S),69,Socialdemokratiet
19919,Brian Bressendorff,69,Socialdemokratiet
116,Morten Østergaard,69,Radikale Venstre
305,Jens Ejner Christensen,69,Venstre
20599,Søren Rasmussen,69,Dansk Folkeparti
304,Jacob Lund,69,Socialdemokratiet
3082,Henrik Brodersen,69,Dansk Folkeparti
4956,Ib Poulsen,69,Dansk Folkeparti
1121,Marie Fugl,69,Socialistisk Folkeparti
160,Jan Johansen,69,Socialdemokratiet
19146,Anna Brændemose,69,Socialistisk Folkeparti
4515,Jørgen S. Lundsgaard,69,Det Konservative Folkeparti
655,Rune Lund,69,Enhedslisten
343,Mie Bergmann,69,Radikale Venstre
1818,Ester Larsen,69,Venstre
20941,Preben Friis-Hauge,69,Venstre
75,Jeppe Mikkelsen,69,Radikale Venstre
1299,Helle Sjelle,69,Det Konservative Folkeparti
303,Anita Christensen,69,Dansk Folkeparti
1790,Freddy Dam (udpeget af V),69,Venstre
4965,Hanne Agersnap (udpeget af SF),69,Socialistisk Folkeparti
19196,Ruben Kidde,69,Radikale Venstre
20380,Monika Rubin,69,Moderaterne
4957,Tage Leegaard,69,Det Konservative Folkeparti
20381,Karin Liltorp,69,Moderaterne
20353,Sascha Faxe,69,Alternativet
1778,Svend Auken,69,Socialdemokratiet
5593,Carsten Hansen,69,Socialdemokratiet
19002,Gitte Willumsen,69,Venstre
20379,Tobias Grotkjær Elmstrøm,69,Moderaterne
121,Karina Lorentzen Dehnhardt,69,Socialistisk Folkeparti
12,Nicolai Wammen,69,Socialdemokratiet
21044,Lasse Haugaard Pedersen,69,Socialdemokratiet
654,Lone Dybkjær,69,Radikale Venstre
103,Anne Sina,69,Socialdemokratiet
5905,"Mogens Jensen, Brøndby",69,Socialdemokratiet
20966,Frederik Bloch Münster,69,Det Konservative Folkeparti
77,Kristian Thulesen Dahl,69,Dansk Folkeparti
20411,Leila Stockmarr,69,Enhedslisten
294,Doris Jakobsen,69,Siumut
3042,"Frode Sørensen, Hjørring",69,Socialdemokratiet
650,Hüseyin Arac,69,Socialdemokratiet
20642,Anne Hegelund,69,Enhedslisten
6684,Annita á Fríðriksmørk,69,Tjóðveldi
1777,Anita Knakkergaard,69,Dansk Folkeparti
21143,Morten Klessen,69,Socialdemokratiet
364,Birthe Rønn Hornbech,69,Venstre
4428,Jens Borking,69,Enhedslisten
4433,Jens Jørgen Nygaard,69,Det Konservative Folkeparti
5132,Flemming Bonne,69,Socialistisk Folkeparti
1792,Svend Aage Jensby,69,Venstre
3081,Kurt Kirkegaard,69,Venstre
20388,Jon Stephensen,69,Moderaterne
122,Stine Brix,69,Enhedslisten
1311,Ole Glahn,69,Radikale Venstre
5182,Anne Marie Geisler Andersen,69,Radikale Venstre
19221,Hanne Bjørn-Klausen,69,Det Konservative Folkeparti
159,Lars Dohn,69,Enhedslisten
363,Jacob Bjerregaard,69,Socialdemokratiet
74,Mette Reissmann,69,Socialdemokratiet
296,Ulla Tørnæs,69,Venstre
85,Özlem Sara Cekic,69,Socialistisk Folkeparti
5468,Dorrit Knudsen,69,Socialdemokratiet
153,Per Stig Møller,69,Det Konservative Folkeparti
20400,Sandra Elisabeth Skalvig,69,Liberal Alliance
162,Karina Adsbøl,69,Dansk Folkeparti
19016,Dorthe Hindborg,69,Socialdemokratiet
350,Gitte Lillelund Bech,69,Venstre
117,Simon Emil Ammitzbøll-Bille,69,Liberal Alliance
278,Karin Gaardsted,69,Socialdemokratiet
1757,Irene Simonsen,69,Venstre
19748,Stine Pilt Olsen,69,Det Konservative Folkeparti
1358,Julie Rademacher,69,Socialdemokratiet
649,Jakob Axel Nielsen,69,Det Konservative Folkeparti
11584,Daniel Rugholm,69,Det Konservative Folkeparti
173,Jacob Jensen,69,Venstre
270,Claus Hjort Frederiksen,69,Venstre
3089,Joan Erlandsen,69,Venstre
20580,Lean Milo,69,Moderaterne
92,Carsten Hansen,69,Socialdemokratiet
11585,Jens Arne Hedegaard,69,Venstre
1814,Gudrun Laub,69,Venstre
353,Lykke Friis,69,Venstre
18723,Pernille Vermund,69,Nye Borgerlige
155,Villum Christensen,69,Liberal Alliance
268,Helle Løvgreen Mølvig,69,Radikale Venstre
3088,Bente Dahl,69,Radikale Venstre
18724,Lars Boje Mathiesen,69,Nye Borgerlige
11586,Bilal Inekci,69,Socialistisk Folkeparti
11583,Kenneth Kristensen Berth,69,Dansk Folkeparti
152,Ida Auken,69,Radikale Venstre
272,Ole Hækkerup,69,Socialdemokratiet
3092,Vibeke Grave,69,Socialdemokratiet
1811,Erik Larsen (udpeget af V),69,Venstre
1759,Kaj Ikast,69,Det Konservative Folkeparti
10707,Erikanell Asmuss Lorentsen,69,Radikale Venstre
1258,Nanna Westerby,69,Socialistisk Folkeparti
1948,Birgitte Møller,69,Radikale Venstre
70,Martin Henriksen (udpeget af DF),69,Dansk Folkeparti
352,Henrik Dam Kristensen,69,Socialdemokratiet
18725,Samira Nawa,69,Radikale Venstre
664,Pia Christmas-Møller,69,Uden for Folketingsgrupperne
362,Vivi Kier,69,Det Konservative Folkeparti
11412,Anna Kirsten Olesen,69,Socialdemokratiet
101,Morten Marinus,69,Dansk Folkeparti
1146,Marlene Harpsøe,69,Dansk Folkeparti
20357,Lise Bertelsen,69,Det Konservative Folkeparti
271,Kristian Jensen,69,Venstre
652,Lene Jensen,69,Socialdemokratiet
172,Pernille Rosenkrantz-Theil,69,Socialdemokratiet
1256,Pia Gjellerup (udpeget af S),69,Socialdemokratiet
20375,Charlotte Munch,69,Danmarksdemokraterne
1815,Jette Jespersen,69,Dansk Folkeparti
265,Eva Kjer Hansen,69,Venstre
1752,Jørn Jespersen,69,Socialistisk Folkeparti
154,Mogens Jensen,69,Socialdemokratiet
12285,Ida Damborg,69,Socialistisk Folkeparti
1362,Per Bisgaard,69,Venstre
19948,Mark Grossmann,69,Venstre
666,Jørn Pedersen,69,Socialdemokratiet
125,Hans Christian Schmidt,69,Venstre
176,Søren Søndergaard,69,Enhedslisten
1916,Christian Wedell-Neergaard,69,Det Konservative Folkeparti
13727,Sarah Nørris,69,Enhedslisten
3086,Johs. Poulsen,69,Radikale Venstre
20415,Mohammad Rona,69,Moderaterne
120,Benny Engelbrecht,69,Socialdemokratiet
264,Rasmus Prehn,69,Socialdemokratiet
18720,Camilla Fabricius,69,Socialdemokratiet
18721,Mette Thiesen,69,Nye Borgerlige
81,Mads Rørvig,69,Venstre
12284,Marie-Louise Andreassen,69,Radikale Venstre
354,Mette Boye,69,Socialistisk Folkeparti
18722,Peter Seier Christensen,69,Nye Borgerlige
1755,Colette L. Brix,69,Dansk Folkeparti
19807,Anne Rasmussen,69,Venstre
651,Jens Christian Lund,69,Socialdemokratiet
11702,Per Larsen,69,Det Konservative Folkeparti
1947,Søren Hansen,69,Socialdemokratiet
69,Pernille Skipper,69,Enhedslisten
665,Helge Adam Møller,69,Det Konservative Folkeparti
79,Christian Langballe (udpeget af DF),69,Dansk Folkeparti
3085,Kim Mortensen,69,Socialdemokratiet
12283,Aksel V. Johannesen,69,Javnaðarflokkurin
24,Karsten Lauritzen,69,Venstre
266,Rasmus Horn Langhoff,69,Socialdemokratiet
19806,Alexander Grandt,69,Socialdemokratiet
3087,Elisabeth Geday,69,Radikale Venstre
1753,Flemming Oppfeldt,69,Uden for Folketingsgrupperne
1823,Knud Erik Kirkegaard,69,Det Konservative Folkeparti
367,Karen Touborg,69,Socialistisk Folkeparti
1357,Helge Sander,69,Venstre
3090,Tina Petersen,69,Dansk Folkeparti
10706,Jette Plesner Dali,69,Dansk Folkeparti
71,Tom Behnke,69,Uden for Folketingsgrupperne
18728,Anne Sophie Callesen,69,Radikale Venstre
276,Pernille Boye Koch,69,Uden for Folketingsgrupperne
653,Lise von Seelen,69,Socialdemokratiet
10691,Kurt Scheelsbeck,69,Det Konservative Folkeparti
351,Sophie Hæstorp Andersen,69,Socialdemokratiet
1761,Else Theill Sørensen,69,Det Konservative Folkeparti
366,Daniel Toft Jakobsen,69,Socialdemokratiet
663,Christian H. Hansen,69,Uden for Folketingsgrupperne
13,Sara Olsvig,69,Inuit Ataqatigiit
20382,Mette Kierkgaard,69,Moderaterne
10702,Helle Dam,69,Socialdemokratiet
156,Lone Loklindt,69,Radikale Venstre
3093,Anfinn Kallsberg,69,Fólkaflokkurin
18727,Kathrine Olldag,69,Radikale Venstre
3992,Bjørn Medom Nielsen,69,Socialdemokratiet
10690,Steen Konradsen,69,Det Konservative Folkeparti
1805,Inge-Lene Ebdrup,69,Liberal Alliance
1951,Flemming Møller (udpeget af V),69,Venstre
662,Poul Nødgaard,69,Dansk Folkeparti
9976,Jette Gottlieb,69,Enhedslisten
3993,Grethe H. Nielsen,69,Socialdemokratiet
18729,Katrine Robsøe,69,Radikale Venstre
19637,Kenneth Mikkelsen,69,Venstre
20747,Jenny Andresen,69,Danmarksdemokraterne
21161,Lisa Perkins,69,Liberal Alliance
20391,Sólbjørg Jakobsen,69,Liberal Alliance
168,Anni Matthiesen,69,Venstre
1767,Arne Toft,69,Socialdemokratiet
10107,Bruno Jerup,69,Enhedslisten
78,Marie Krarup,69,Dansk Folkeparti
20962,Claus Jørgensen,69,Socialistisk Folkeparti
1353,Peder Sass,69,Socialdemokratiet
23,Bjarne Corydon,69,Socialdemokratiet
1183,Michael Thomsen,69,Socialistisk Folkeparti
277,Johan Lund Olsen,69,Inuit Ataqatigiit
1094,Margot Torp,69,Socialdemokratiet
1791,Henrik Vestergaard,69,Venstre
20781,Gunvor Wibroe,69,Socialdemokratiet
10704,Kasper Krüger,69,Venstre
1760,Helga Moos,69,Venstre
3084,Troels Christensen (udpeget af V),69,Venstre
124,Kim Christiansen,69,Dansk Folkeparti
113,Jens Henrik Thulesen Dahl,69,Dansk Folkeparti
1817,Jens Christian Larsen,69,Venstre
1162,Meta Fuglsang,69,Socialistisk Folkeparti
20930,Louise Mehnke,69,Socialdemokratiet
20376,Kristian Bøgsted,69,Danmarksdemokraterne
171,Per Clausen,69,Enhedslisten
19928,Kim Aas,69,Socialdemokratiet
273,Per Husted,69,Socialdemokratiet
18726,Stinus Lindgreen,69,Radikale Venstre
19684,Mads Andersen,69,Det Konservative Folkeparti
10705,Bente Kronborg Holst,69,Dansk Folkeparti
133,John Dyrby Paulsen,70,Socialdemokratiet
199,Karsten Hønge,70,Socialistisk Folkeparti
19196,Ruben Kidde,70,Radikale Venstre
18265,Carsten Kissmeyer,70,Venstre
19806,Alexander Grandt,70,Socialdemokratiet
98,René Christensen,70,Dansk Folkeparti
1280,Niels Sindal,70,Socialdemokratiet
193,Karsten Nonbo,70,Venstre
19480,Henrik Vinther,70,Radikale Venstre
20351,Franciska Rosenkilde,70,Alternativet
20354,Theresa Scavenius,70,Alternativet
154,Mogens Jensen,70,Socialdemokratiet
18614,Rigmor Dam,70,Javnaðarflokkurin
19684,Mads Andersen,70,Det Konservative Folkeparti
13,Sara Olsvig,70,Inuit Ataqatigiit
158,Eigil Andersen,70,Socialistisk Folkeparti
156,Lone Loklindt,70,Radikale Venstre
106,Margrethe Vestager,70,Radikale Venstre
1124,Marion Pedersen,70,Venstre
1431,Pia Kristensen,70,Dansk Folkeparti
18278,Serdal Benli,70,Socialistisk Folkeparti
18415,Julius Graakjær Grantzau,70,Alternativet
951,Lissa Mathiasen,70,Socialdemokratiet
19475,Susan Kronborg,70,Radikale Venstre
1023,Lone Møller (udpeget af S),70,Socialdemokratiet
1121,Marie Fugl,70,Socialistisk Folkeparti
17988,Bjarni Hammer,70,Javnaðarflokkurin
102,Jan E. Jørgensen,70,Venstre
1269,Niels Høiby,70,Liberal Alliance
153,Per Stig Møller,70,Det Konservative Folkeparti
20353,Sascha Faxe,70,Alternativet
18692,Susanne Zimmer,70,Alternativet
12,Nicolai Wammen,70,Socialdemokratiet
147,Johanne Schmidt-Nielsen,70,Enhedslisten
159,Lars Dohn,70,Enhedslisten
20941,Preben Friis-Hauge,70,Venstre
1433,Poul Fischer,70,Dansk Folkeparti
198,Anne Baastrup,70,Socialistisk Folkeparti
43,Pia Olsen Dyhr,70,Socialistisk Folkeparti
19809,Christina Thorholm,70,Radikale Venstre
20916,Kenneth Bjerg Andersen,70,Moderaterne
18291,Erik Lund,70,Det Konservative Folkeparti
20397,Steffen Larsen,70,Liberal Alliance
194,Kristian Pihl Lorentzen,70,Venstre
195,Pernille Vigsø Bagge,70,Socialistisk Folkeparti
39,Christian Juhl,70,Enhedslisten
920,Lise Hækkerup,70,Socialdemokratiet
19748,Stine Pilt Olsen,70,Det Konservative Folkeparti
20527,Nanna Høyrup,70,Alternativet
1201,Mogens Camre,70,Dansk Folkeparti
1250,Jan Trøjborg,70,Socialdemokratiet
21076,Charlotte Nellemann,70,Liberal Alliance
1146,Marlene Harpsøe,70,Dansk Folkeparti
1256,Pia Gjellerup (udpeget af S),70,Socialdemokratiet
1444,Poul Henrik Hedeboe,70,Socialistisk Folkeparti
1440,Poul Erik Christensen,70,Radikale Venstre
145,Lars Løkke Rasmussen,70,Venstre
19807,Anne Rasmussen,70,Venstre
19569,Maja Torp,70,Venstre
197,Mette Gjerskov,70,Socialdemokratiet
19637,Kenneth Mikkelsen,70,Venstre
18545,Henrik Old,70,Javnaðarflokkurin
20350,Nick Zimmermann,70,Dansk Folkeparti
141,Martin Lidegaard,70,Radikale Venstre
1258,Nanna Westerby,70,Socialistisk Folkeparti
20415,Mohammad Rona,70,Moderaterne
17990,Tommy Ahlers,70,Venstre
1447,Poul Qvist Jørgensen,70,Socialdemokratiet
18688,Aki-Matilda Høegh-Dam,70,Siumut
20362,Thomas Monberg,70,Socialdemokratiet
19221,Hanne Bjørn-Klausen,70,Det Konservative Folkeparti
155,Villum Christensen,70,Liberal Alliance
18691,Sikandar Siddique,70,Alternativet
1362,Per Bisgaard,70,Venstre
19146,Anna Brændemose,70,Socialistisk Folkeparti
18727,Kathrine Olldag,70,Radikale Venstre
1385,Pernille Frahm (udpeget af SF),70,Socialistisk Folkeparti
18711,Birgitte Bergman,70,Det Konservative Folkeparti
171,Per Clausen,70,Enhedslisten
182,Inger Støjberg,70,Venstre
18726,Stinus Lindgreen,70,Radikale Venstre
18712,Niels Flemming Hansen,70,Det Konservative Folkeparti
19928,Kim Aas,70,Socialdemokratiet
1357,Helge Sander,70,Venstre
181,Annette Lind,70,Socialdemokratiet
1085,Majbrit Berlau,70,Enhedslisten
18725,Samira Nawa,70,Radikale Venstre
18713,Mona Juul,70,Det Konservative Folkeparti
172,Pernille Rosenkrantz-Theil,70,Socialdemokratiet
1378,Per Ørum Jørgensen,70,Kristendemokraterne
100,Sofie Carsten Nielsen,70,Radikale Venstre
101,Morten Marinus,70,Dansk Folkeparti
23,Bjarne Corydon,70,Socialdemokratiet
135,Mette Bock,70,Liberal Alliance
19996,Helgi Abrahamsen,70,Sambandsflokkurin
1094,Margot Torp,70,Socialdemokratiet
18729,Katrine Robsøe,70,Radikale Venstre
1392,Pernille Søndergaard,70,Enhedslisten
18708,Charlotte Broman Mølbæk,70,Socialistisk Folkeparti
33,Holger K. Nielsen,70,Socialistisk Folkeparti
183,Bent Bøgsted,70,Dansk Folkeparti
20925,Dina Raabjerg,70,Det Konservative Folkeparti
168,Anni Matthiesen,70,Venstre
20359,Sigurd Agersnap,70,Socialistisk Folkeparti
18728,Anne Sophie Callesen,70,Radikale Venstre
152,Ida Auken,70,Radikale Venstre
1067,Lykke Roed,70,Dansk Folkeparti
18710,Katarina Ammitzbøll,70,Det Konservative Folkeparti
1353,Peder Sass,70,Socialdemokratiet
20930,Louise Mehnke,70,Socialdemokratiet
18709,Signe Munk,70,Socialistisk Folkeparti
19982,Jan Bjergskov Larsen,70,Socialistisk Folkeparti
20966,Frederik Bloch Münster,70,Det Konservative Folkeparti
18714,Kasper Sand Kjær,70,Socialdemokratiet
1090,Malou Aamund,70,Venstre
1087,Malene Søgaard-Andersen,70,Socialistisk Folkeparti
