aktørid,aktør,Period,party
138,Mette Frederiksen,68,Socialdemokratiet
16073,Rasmus Vestergaard Madsen,68,Enhedslisten
216,Mikkel Dencker,68,Dansk Folkeparti
15792,Rasmus Nordqvist,68,Alternativet
18726,Stinus Lindgreen,68,Radikale Venstre
18722,Peter Seier Christensen,68,Nye Borgerlige
15791,Eva Flyvholm,68,Enhedslisten
20805,Jan Carlsen,68,Moderaterne
15780,Tilde Bork,68,Dansk Folkeparti
59,Rasmus Helveg Petersen,68,Radikale Venstre
238,Morten Messerschmidt,68,Dansk Folkeparti
15781,Claus Kvist Hansen,68,Dansk Folkeparti
172,Pernille Rosenkrantz-Theil,68,Socialdemokratiet
15782,Britt Bager,68,Venstre
235,Jeppe Kofod,68,Socialdemokratiet
20357,Lise Bertelsen,68,Det Konservative Folkeparti
15783,Josephine Fock,68,Alternativet
15784,Søren Pape Poulsen,68,Det Konservative Folkeparti
20370,Christina Olumeko,68,Alternativet
18725,Samira Nawa,68,Radikale Venstre
234,Anders Fogh Rasmussen,68,Venstre
20930,Louise Mehnke,68,Socialdemokratiet
15785,Jakob Sølvhøj,68,Enhedslisten
18724,Lars Boje Mathiesen,68,Nye Borgerlige
15786,René Gade,68,Alternativet
231,Manu Sareen,68,Radikale Venstre
15787,Kaare Dybvad Bek,68,Socialdemokratiet
57,Jakob Engel-Schmidt,68,Venstre
129,Bertel Haarder,68,Venstre
15788,Jacob Mark,68,Socialistisk Folkeparti
226,Ole Sohn,68,Socialistisk Folkeparti
173,Jacob Jensen,68,Venstre
15789,Jeppe Jakobsen,68,Dansk Folkeparti
15790,Marcus Knuth,68,Venstre
18723,Pernille Vermund,68,Nye Borgerlige
24,Karsten Lauritzen,68,Venstre
20369,Helle Bonnesen,68,Det Konservative Folkeparti
225,Uffe Elbæk,68,Radikale Venstre
1473,Sidsel Homann,68,Socialistisk Folkeparti
646,Jens Hald,68,Venstre
1759,Kaj Ikast,68,Det Konservative Folkeparti
1357,Helge Sander,68,Venstre
664,Pia Christmas-Møller,68,Uden for Folketingsgrupperne
1094,Margot Torp,68,Socialdemokratiet
1760,Helga Moos,68,Venstre
1761,Else Theill Sørensen,68,Det Konservative Folkeparti
20391,Sólbjørg Jakobsen,68,Liberal Alliance
663,Christian H. Hansen,68,Uden for Folketingsgrupperne
92,Carsten Hansen,68,Socialdemokratiet
1767,Arne Toft,68,Socialdemokratiet
662,Poul Nødgaard,68,Dansk Folkeparti
1768,Grete Schødts,68,Socialdemokratiet
1334,Peter Laigaard,68,Liberal Alliance
1115,Marianne Pedersen,68,Venstre
1769,Birthe Skaarup (udpeget af DF),68,Dansk Folkeparti
108,Charlotte Dyremose,68,Det Konservative Folkeparti
88,Martin Geertsen,68,Venstre
661,Jens Rohde,68,Venstre
1353,Peder Sass,68,Socialdemokratiet
1770,Erik Mortensen,68,Socialdemokratiet
1358,Julie Rademacher,68,Socialdemokratiet
113,Jens Henrik Thulesen Dahl,68,Dansk Folkeparti
1747,Jytte Wittrock,68,Socialdemokratiet
20399,Louise Brown,68,Liberal Alliance
93,Louise Elholm,68,Venstre
1371,Per Dalgaard,68,Dansk Folkeparti
1749,Jens Vibjerg (udpeget af V),68,Venstre
1090,Malou Aamund,68,Venstre
667,Søren Egge Rasmussen,68,Enhedslisten
1751,Inger Bierbaum,68,Socialdemokratiet
1757,Irene Simonsen,68,Venstre
20392,Lars-Christian Brask,68,Liberal Alliance
1362,Per Bisgaard,68,Venstre
666,Jørn Pedersen,68,Socialdemokratiet
20580,Lean Milo,68,Moderaterne
1753,Flemming Oppfeldt,68,Uden for Folketingsgrupperne
665,Helge Adam Møller,68,Det Konservative Folkeparti
1454,Rasmus Jarlov,68,Det Konservative Folkeparti
1755,Colette L. Brix,68,Dansk Folkeparti
101,Morten Marinus,68,Dansk Folkeparti
1752,Jørn Jespersen,68,Socialistisk Folkeparti
1771,Uno Larsson,68,Dansk Folkeparti
1325,Ole Vagn Christensen,68,Socialdemokratiet
1116,Marianne Saxtoft,68,Radikale Venstre
1280,Niels Sindal,68,Socialdemokratiet
1124,Marion Pedersen,68,Venstre
654,Lone Dybkjær,68,Radikale Venstre
1793,Keld Albrechtsen,68,Enhedslisten
1269,Niels Høiby,68,Liberal Alliance
21075,Michael Rosenmark,68,Danmarksdemokraterne
1804,Jan Petersen (udpeget af S),68,Socialdemokratiet
20389,Peter Have,68,Moderaterne
1792,Svend Aage Jensby,68,Venstre
1805,Inge-Lene Ebdrup,68,Liberal Alliance
21076,Charlotte Nellemann,68,Liberal Alliance
653,Lise von Seelen,68,Socialdemokratiet
1811,Erik Larsen (udpeget af V),68,Venstre
1258,Nanna Westerby,68,Socialistisk Folkeparti
1146,Marlene Harpsøe,68,Dansk Folkeparti
652,Lene Jensen,68,Socialdemokratiet
1814,Gudrun Laub,68,Venstre
1256,Pia Gjellerup (udpeget af S),68,Socialdemokratiet
86,Marlene Borst Hansen,68,Radikale Venstre
1791,Henrik Vestergaard,68,Venstre
655,Rune Lund,68,Enhedslisten
1299,Helle Sjelle,68,Det Konservative Folkeparti
660,Svend Erik Hovmand,68,Venstre
1773,Carsten Bo Jensen,68,Socialdemokratiet
20400,Sandra Elisabeth Skalvig,68,Liberal Alliance
1774,Jørgen Winther,68,Venstre
1319,Ole Stavad (udpeget af S),68,Socialdemokratiet
20390,Mike Villa Fonseca,68,Moderaterne
21143,Morten Klessen,68,Socialdemokratiet
657,Pia Larsen,68,Venstre
1777,Anita Knakkergaard,68,Dansk Folkeparti
102,Jan E. Jørgensen,68,Venstre
116,Morten Østergaard,68,Radikale Venstre
20599,Søren Rasmussen,68,Dansk Folkeparti
1311,Ole Glahn,68,Radikale Venstre
1778,Svend Auken,68,Socialdemokratiet
1121,Marie Fugl,68,Socialistisk Folkeparti
656,Jesper Kiel,68,Enhedslisten
1779,Else Winther Andersen,68,Venstre
87,Finn Sørensen,68,Enhedslisten
1790,Freddy Dam (udpeget af V),68,Venstre
668,Naser Khader,68,Det Konservative Folkeparti
1375,Per Løkken,68,Det Konservative Folkeparti
1746,Tove Fergo,68,Venstre
1087,Malene Søgaard-Andersen,68,Socialistisk Folkeparti
1478,Simon Pihl Sørensen,68,Socialdemokratiet
725,Preben Rudiengaard,68,Venstre
1484,Sofia Rossen,68,Inuit Ataqatigiit
1433,Poul Fischer,68,Dansk Folkeparti
20527,Nanna Høyrup,68,Alternativet
1495,Bendt Bendtsen,68,Det Konservative Folkeparti
680,Morten Helveg Petersen,68,Radikale Venstre
1431,Pia Kristensen,68,Dansk Folkeparti
20539,Noah Sturis,68,Alternativet
1502,Karl H. Bornhøft,68,Socialistisk Folkeparti
99,Ole Birk Olesen,68,Liberal Alliance
1503,Hans Vestager,68,Radikale Venstre
20395,Alexander Ryle,68,Liberal Alliance
1417,Pia Boisen,68,Enhedslisten
1504,Laura Lindahl,68,Liberal Alliance
679,Per Kaalund,68,Socialdemokratiet
96,Mike Legarth,68,Det Konservative Folkeparti
111,Joachim B. Olsen,68,Liberal Alliance
1039,Lotte Bundsgaard,68,Socialdemokratiet
97,Jesper Petersen,68,Socialistisk Folkeparti
794,Lene Garsdal,68,Socialistisk Folkeparti
1023,Lone Møller (udpeget af S),68,Socialdemokratiet
920,Lise Hækkerup,68,Socialdemokratiet
1455,René Skau Björnsson,68,Socialdemokratiet
98,René Christensen,68,Dansk Folkeparti
918,Lisbeth Petersen,68,Venstre
1461,Rikke Hvilshøj,68,Venstre
1447,Poul Qvist Jørgensen,68,Socialdemokratiet
110,Rosa Lund,68,Enhedslisten
20397,Steffen Larsen,68,Liberal Alliance
1463,Ritt Bjerregaard,68,Socialdemokratiet
1444,Poul Henrik Hedeboe,68,Socialistisk Folkeparti
856,Line Barfod,68,Enhedslisten
951,Lissa Mathiasen,68,Socialdemokratiet
1470,Sandy Brinck,68,Socialdemokratiet
21083,Thorkild Holmboe-Hay,68,Socialdemokratiet
1471,Sanne Schroll,68,Socialistisk Folkeparti
20396,Jens Meilvang,68,Liberal Alliance
801,Lene Hansen,68,Socialdemokratiet
1474,Sidsel Leth Svensson,68,Det Konservative Folkeparti
1440,Poul Erik Christensen,68,Radikale Venstre
1513,Kisser Franciska Lehnert,68,Liberal Alliance
651,Jens Christian Lund,68,Socialdemokratiet
678,Klaus Hækkerup (udpeget af S),68,Socialdemokratiet
1556,Jann Sjursen,68,Kristendemokraterne
100,Sofie Carsten Nielsen,68,Radikale Venstre
1727,Jette Bergenholz Bautrup,68,Socialdemokratiet
1730,Elsebeth Gerner Nielsen,68,Radikale Venstre
1392,Pernille Søndergaard,68,Enhedslisten
671,Niels Helveg Petersen,68,Radikale Venstre
1731,Flemming Hansen,68,Det Konservative Folkeparti
94,Peter Christensen,68,Venstre
112,Lotte Rod,68,Radikale Venstre
672,Kuupik Kleist,68,Inuit Ataqatigiit
1739,Thor Gunnar Kofoed,68,Venstre
1385,Pernille Frahm (udpeget af SF),68,Socialistisk Folkeparti
1085,Majbrit Berlau,68,Enhedslisten
1740,Karina Sørensen,68,Dansk Folkeparti
670,Lars Emil Johansen,68,Siumut
1378,Per Ørum Jørgensen,68,Kristendemokraterne
1744,Kamal Qureshi,68,Socialistisk Folkeparti
669,Frank Jensen,68,Socialdemokratiet
1745,Ulrik Kragh,68,Venstre
20393,Katrine Daugaard,68,Liberal Alliance
1067,Lykke Roed,68,Dansk Folkeparti
1393,Pernille Blach Hansen,68,Socialdemokratiet
1718,Svend Heiselberg,68,Venstre
1044,Lotte Thiim Bertelsen,68,Socialistisk Folkeparti
1557,Bodil Kornbek,68,Kristendemokraterne
1413,Peter Westermann,68,Socialistisk Folkeparti
677,Jesper Langballe,68,Dansk Folkeparti
1558,Tove Videbæk,68,Kristendemokraterne
20398,Helena Artmann Andresen,68,Liberal Alliance
1618,Walter Christophersen,68,Dansk Folkeparti
1410,Peter Madsen,68,Venstre
1619,Yildiz Akdogan,68,Socialdemokratiet
1047,Louise Frevert,68,Uden for Folketingsgrupperne
20394,Steffen W. Frølund,68,Liberal Alliance
95,Steen Gade,68,Socialistisk Folkeparti
676,Søren Krarup,68,Dansk Folkeparti
1623,Aage Frandsen,68,Socialistisk Folkeparti
1398,Peter Brixtofte,68,Uden for Folketingsgrupperne
675,Hanne Severinsen,68,Venstre
1636,Aase D. Madsen (udpeget af DF),68,Dansk Folkeparti
109,Trine Pertou Mach,68,Socialistisk Folkeparti
20559,Reza Javid,68,Enhedslisten
1414,Peter Christian Christensen,68,Socialdemokratiet
1815,Jette Jespersen,68,Dansk Folkeparti
20496,Henrik Rejnholt Andersen,68,Moderaterne
1818,Ester Larsen,68,Venstre
1830,Helge Mortensen,68,Socialdemokratiet
1823,Knud Erik Kirkegaard,68,Det Konservative Folkeparti
20411,Leila Stockmarr,68,Enhedslisten
1183,Michael Thomsen,68,Socialistisk Folkeparti
1824,Anders Møller,68,Uden for Folketingsgrupperne
106,Margrethe Vestager,68,Radikale Venstre
1234,Morten Homann,68,Socialistisk Folkeparti
1172,Mia Falkenberg,68,Dansk Folkeparti
649,Jakob Axel Nielsen,68,Det Konservative Folkeparti
85,Özlem Sara Cekic,68,Socialistisk Folkeparti
1201,Mogens Camre,68,Dansk Folkeparti
1822,Jens Peter Vernersen,68,Socialdemokratiet
648,Carina Christensen,68,Det Konservative Folkeparti
1162,Meta Fuglsang,68,Socialistisk Folkeparti
20387,Kristian Klarskov,68,Moderaterne
20629,Nikoline Erbs Hillers-Bendtsen,68,Alternativet
1249,Allan Niebuhr,68,Det Konservative Folkeparti
84,Troels Ravn,68,Socialdemokratiet
20415,Mohammad Rona,68,Moderaterne
1829,Thor Pedersen,68,Venstre
1833,Høgni Hoydal,68,Tjóðveldi
1250,Jan Trøjborg,68,Socialdemokratiet
647,Charlotte Antonsen (udpeget af V),68,Venstre
1219,Mogens Nørgård,68,Kristendemokraterne
1817,Jens Christian Larsen,68,Venstre
1831,Freddie H. Madsen,68,Dansk Folkeparti
1821,Sven Buhrkall,68,Venstre
650,Hüseyin Arac,68,Socialdemokratiet
117,Simon Emil Ammitzbøll-Bille,68,Liberal Alliance
1844,Jens Kirk,68,Venstre
20388,Jon Stephensen,68,Moderaterne
103,Anne Sina,68,Socialdemokratiet
1618,Walter Christophersen,69,Dansk Folkeparti
18708,Charlotte Broman Mølbæk,69,Socialistisk Folkeparti
225,Uffe Elbæk,69,Alternativet
1727,Jette Bergenholz Bautrup,69,Socialdemokratiet
15778,Carolina Magdalene Maier,69,Alternativet
15789,Jeppe Jakobsen,69,Dansk Folkeparti
135,Mette Bock,69,Liberal Alliance
1219,Mogens Nørgård,69,Kristendemokraterne
15777,Pelle Dragsted,69,Enhedslisten
376,Annika Smith,69,Socialistisk Folkeparti
15779,Carsten Bach,69,Liberal Alliance
1067,Lykke Roed,69,Dansk Folkeparti
18707,Astrid Carøe,69,Socialistisk Folkeparti
378,Merete Dea Larsen,69,Dansk Folkeparti
148,Anders Samuelsen,69,Liberal Alliance
1718,Svend Heiselberg,69,Venstre
15780,Tilde Bork,69,Dansk Folkeparti
244,Magnus Heunicke,69,Socialdemokratiet
21168,Erik Veje Rasmussen,69,Venstre
15790,Marcus Knuth,69,Venstre
183,Bent Bøgsted,69,Dansk Folkeparti
20144,Maria Gudme,69,Socialdemokratiet
18710,Katarina Ammitzbøll,69,Det Konservative Folkeparti
94,Peter Christensen,69,Venstre
246,Orla Hav,69,Socialdemokratiet
19996,Helgi Abrahamsen,69,Sambandsflokkurin
1410,Peter Madsen,69,Venstre
15775,Torsten Gejl,69,Alternativet
33,Holger K. Nielsen,69,Socialistisk Folkeparti
1730,Elsebeth Gerner Nielsen,69,Radikale Venstre
20369,Helle Bonnesen,69,Det Konservative Folkeparti
127,Preben Bang Henriksen,69,Venstre
1891,Thomas Adelskov,69,Socialdemokratiet
15776,Peter Hummelgaard,69,Socialdemokratiet
18702,Anne Honoré Østergaard,69,Venstre
18709,Signe Munk,69,Socialistisk Folkeparti
20371,Linea Søgaard-Lidell,69,Venstre
245,Leif Mikkelsen,69,Liberal Alliance
1392,Pernille Søndergaard,69,Enhedslisten
20559,Reza Javid,69,Enhedslisten
184,Lennart Damsbo-Andersen,69,Socialdemokratiet
59,Rasmus Helveg Petersen,69,Radikale Venstre
238,Morten Messerschmidt,69,Dansk Folkeparti
187,Julie Skovsby,69,Socialdemokratiet
1398,Peter Brixtofte,69,Uden for Folketingsgrupperne
1623,Aage Frandsen,69,Socialistisk Folkeparti
15788,Jacob Mark,69,Socialistisk Folkeparti
5,Frank Aaen,69,Enhedslisten
15785,Jakob Sølvhøj,69,Enhedslisten
20398,Helena Artmann Andresen,69,Liberal Alliance
20360,Sofie Lippert,69,Socialistisk Folkeparti
18704,Halime Oguz,69,Socialistisk Folkeparti
1886,Jacob Buksti,69,Socialdemokratiet
34,Søren Espersen,69,Dansk Folkeparti
129,Bertel Haarder,69,Venstre
15786,René Gade,69,Alternativet
1047,Louise Frevert,69,Uden for Folketingsgrupperne
676,Søren Krarup,69,Dansk Folkeparti
231,Manu Sareen,69,Radikale Venstre
57,Jakob Engel-Schmidt,69,Venstre
1830,Helge Mortensen,69,Socialdemokratiet
1619,Yildiz Akdogan,69,Socialdemokratiet
15787,Kaare Dybvad Bek,69,Socialdemokratiet
82,Hans Kristian Skibby,69,Dansk Folkeparti
21076,Charlotte Nellemann,69,Liberal Alliance
18705,Ina Strøjer-Schmidt,69,Socialistisk Folkeparti
675,Hanne Severinsen,69,Venstre
672,Kuupik Kleist,69,Inuit Ataqatigiit
15781,Claus Kvist Hansen,69,Dansk Folkeparti
1393,Pernille Blach Hansen,69,Socialdemokratiet
1887,Connie Hedegaard,69,Det Konservative Folkeparti
20805,Jan Carlsen,69,Moderaterne
18706,Anne Valentina Berthelsen,69,Socialistisk Folkeparti
15782,Britt Bager,69,Venstre
20051,Theis Kylling Hommeltoft,69,Socialdemokratiet
235,Jeppe Kofod,69,Socialdemokratiet
20394,Steffen W. Frølund,69,Liberal Alliance
1636,Aase D. Madsen (udpeget af DF),69,Dansk Folkeparti
95,Steen Gade,69,Socialistisk Folkeparti
15774,Lise Bech,69,Dansk Folkeparti
15783,Josephine Fock,69,Alternativet
185,Nadeem Farooq,69,Radikale Venstre
20370,Christina Olumeko,69,Alternativet
226,Ole Sohn,69,Socialdemokratiet
18703,Alex Vanopslagh,69,Liberal Alliance
234,Anders Fogh Rasmussen,69,Venstre
15784,Søren Pape Poulsen,69,Det Konservative Folkeparti
671,Niels Helveg Petersen,69,Radikale Venstre
21159,Ammar Ali,69,Moderaterne
106,Margrethe Vestager,69,Radikale Venstre
261,Esben Lunde Larsen,69,Venstre
149,Lars Barfoed,69,Det Konservative Folkeparti
1234,Morten Homann,69,Socialistisk Folkeparti
668,Naser Khader,69,Det Konservative Folkeparti
93,Louise Elholm,69,Venstre
15760,Lea Wermelin,69,Socialdemokratiet
20358,Marianne Bigum,69,Socialistisk Folkeparti
18717,Bjørn Brandenborg,69,Socialdemokratiet
260,Leif Lahn Jensen,69,Socialdemokratiet
15761,Karina Due,69,Dansk Folkeparti
179,Hans Christian Thoning,69,Venstre
1375,Per Løkken,69,Det Konservative Folkeparti
1746,Tove Fergo,69,Venstre
1824,Anders Møller,69,Uden for Folketingsgrupperne
20383,Jeppe Søe,69,Moderaterne
18716,Rasmus Stoklund,69,Socialdemokratiet
20373,Susie Jessen,69,Danmarksdemokraterne
1087,Malene Søgaard-Andersen,69,Socialistisk Folkeparti
28,Henrik Sass Larsen,69,Socialdemokratiet
15763,Peter Kofod,69,Dansk Folkeparti
18715,Henrik Møller,69,Socialdemokratiet
259,Anne-Mette Winther Christiansen (udpeget af V),69,Venstre
67,Nick Hækkerup,69,Socialdemokratiet
1745,Ulrik Kragh,69,Venstre
15758,Aleqa Hammond,69,Siumut
20496,Henrik Rejnholt Andersen,69,Moderaterne
20399,Louise Brown,69,Liberal Alliance
1090,Malou Aamund,69,Venstre
119,Dennis Flydtkjær,69,Dansk Folkeparti
13843,Bente Bendix,69,Venstre
178,Michael Aastrup Jensen,69,Venstre
20374,Kenneth Fredslund Petersen,69,Danmarksdemokraterne
68,Nikolaj Villumsen,69,Enhedslisten
20790,Ken Kristensen,69,Venstre
667,Søren Egge Rasmussen,69,Enhedslisten
14000,Nick Nielsen,69,Siumut
1747,Jytte Wittrock,69,Socialdemokratiet
18719,Birgitte Vind,69,Socialdemokratiet
263,Mette Hjermind Dencker,69,Dansk Folkeparti
1749,Jens Vibjerg (udpeget af V),69,Venstre
20629,Nikoline Erbs Hillers-Bendtsen,69,Alternativet
14372,Susanne Eilersen (udpeget af DF),69,Dansk Folkeparti
370,Thomas Medom,69,Socialistisk Folkeparti
1371,Per Dalgaard,69,Dansk Folkeparti
262,Sjúrður Skaale,69,Javnaðarflokkurin
15757,Aaja Chemnitz,69,Inuit Ataqatigiit
18718,Anders Kronborg,69,Socialdemokratiet
1914,Jakob Jensen,69,Socialdemokratiet
20392,Lars-Christian Brask,69,Liberal Alliance
20359,Sigurd Agersnap,69,Socialistisk Folkeparti
19982,Jan Bjergskov Larsen,69,Socialistisk Folkeparti
180,Peter Juel-Jensen,69,Venstre
670,Lars Emil Johansen,69,Siumut
18712,Niels Flemming Hansen,69,Det Konservative Folkeparti
20385,Charlotte Bagge Hansen,69,Moderaterne
15770,Mattias Tesfaye,69,Socialdemokratiet
1911,Henning Gjellerod,69,Socialdemokratiet
182,Inger Støjberg,69,Venstre
249,Kirsten Brosbøl (udpeget af S),69,Socialdemokratiet
1739,Thor Gunnar Kofoed,69,Venstre
15771,Morten Løkkegaard,69,Venstre
1385,Pernille Frahm (udpeget af SF),69,Socialistisk Folkeparti
20372,Betina Kastbjerg,69,Danmarksdemokraterne
18711,Birgitte Bergman,69,Det Konservative Folkeparti
21206,Elvira Kûitse,69,Naleraq
15772,Ulla Sandbæk,69,Alternativet
144,Helle Thorning-Schmidt,69,Socialdemokratiet
15791,Eva Flyvholm,69,Enhedslisten
20393,Katrine Daugaard,69,Liberal Alliance
1731,Flemming Hansen,69,Det Konservative Folkeparti
1829,Thor Pedersen,69,Venstre
15773,Christina Egelund,69,Liberal Alliance
100,Sofie Carsten Nielsen,69,Radikale Venstre
62,Annette Vilhelmsen,69,Socialistisk Folkeparti
247,Edmund Joensen,69,Sambandsflokkurin
15764,Jan Rytkjær Callesen,69,Dansk Folkeparti
1085,Majbrit Berlau,69,Enhedslisten
371,Niels Christian Nielsen,69,Socialdemokratiet
126,Kim Andersen (udpeget af V),69,Venstre
1912,Ida Jørgensen,69,Radikale Venstre
258,Poul Andersen,69,Socialdemokratiet
669,Frank Jensen,69,Socialdemokratiet
15765,Carl Holst,69,Venstre
21194,Joachim Hoffmann-Petersen,69,Det Konservative Folkeparti
18714,Kasper Sand Kjær,69,Socialdemokratiet
1744,Kamal Qureshi,69,Socialistisk Folkeparti
648,Carina Christensen,69,Det Konservative Folkeparti
15766,Erik Christensen (udpeget af S),69,Socialdemokratiet
15769,Maria Reumert Gjerding,69,Enhedslisten
1378,Per Ørum Jørgensen,69,Kristendemokraterne
112,Lotte Rod,69,Radikale Venstre
15767,Pernille Bendixen,69,Dansk Folkeparti
181,Annette Lind,69,Socialdemokratiet
64,Flemming Damgaard Larsen,69,Venstre
20798,Mads Olsen,69,Socialistisk Folkeparti
18713,Mona Juul,69,Det Konservative Folkeparti
15768,Pernille Schnoor,69,Socialdemokratiet
1740,Karina Sørensen,69,Dansk Folkeparti
20925,Dina Raabjerg,69,Det Konservative Folkeparti
252,Pia Kjærsgaard,69,Dansk Folkeparti
257,Bjarne Laustsen,69,Socialdemokratiet
188,Sanne Rubinke,69,Socialistisk Folkeparti
15793,Mette Abildgaard,69,Det Konservative Folkeparti
109,Trine Pertou Mach,69,Socialistisk Folkeparti
1440,Poul Erik Christensen,69,Radikale Venstre
16757,Danny K. Malkowski,69,Liberal Alliance
195,Pernille Vigsø Bagge,69,Socialistisk Folkeparti
97,Jesper Petersen,69,Socialdemokratiet
1473,Sidsel Homann,69,Socialistisk Folkeparti
20350,Nick Zimmermann,69,Dansk Folkeparti
16952,Helle Osther,69,Enhedslisten
20365,Matilde Powers,69,Socialdemokratiet
801,Lene Hansen,69,Socialdemokratiet
208,Simon Kollerup,69,Socialdemokratiet
18545,Henrik Old,69,Javnaðarflokkurin
17134,Jonathan Simmel,69,Enhedslisten
1471,Sanne Schroll,69,Socialistisk Folkeparti
1879,Lars Kramer Mikkelsen,69,Socialdemokratiet
20397,Steffen Larsen,69,Liberal Alliance
17140,Orla Østerby,69,Det Konservative Folkeparti
18415,Julius Graakjær Grantzau,69,Alternativet
207,Jakob Ellemann-Jensen,69,Venstre
20396,Jens Meilvang,69,Liberal Alliance
17141,Brigitte Klintskov Jerkel,69,Det Konservative Folkeparti
951,Lissa Mathiasen,69,Socialdemokratiet
209,Camilla Hersom,69,Radikale Venstre
18614,Rigmor Dam,69,Javnaðarflokkurin
48,Peter Skaarup,69,Dansk Folkeparti
20362,Thomas Monberg,69,Socialdemokratiet
1833,Høgni Hoydal,69,Tjóðveldi
16503,Anne Paulin,69,Socialdemokratiet
725,Preben Rudiengaard,69,Venstre
18691,Sikandar Siddique,69,Alternativet
131,Lene Espersen,69,Det Konservative Folkeparti
194,Kristian Pihl Lorentzen,69,Venstre
16582,Peder Hvelplund,69,Enhedslisten
211,Jørn Dohrmann,69,Dansk Folkeparti
1478,Simon Pihl Sørensen,69,Socialdemokratiet
147,Johanne Schmidt-Nielsen,69,Enhedslisten
197,Mette Gjerskov,69,Socialdemokratiet
16603,Sarah Glerup,69,Enhedslisten
18688,Aki-Matilda Høegh-Dam,69,Siumut
210,Birgitte Josefsen,69,Venstre
1201,Mogens Camre,69,Dansk Folkeparti
16610,Lars Aslan Rasmussen,69,Socialdemokratiet
118,Trine Bramsen,69,Socialdemokratiet
20527,Nanna Høyrup,69,Alternativet
1474,Sidsel Leth Svensson,69,Det Konservative Folkeparti
83,Brian Mikkelsen,69,Det Konservative Folkeparti
794,Lene Garsdal,69,Socialistisk Folkeparti
16728,Kirsten Normann Andersen,69,Socialistisk Folkeparti
1880,Anne-Marie Meldgaard,69,Socialdemokratiet
21186,Mads Madsen Henriksen,69,Socialdemokratiet
1470,Sandy Brinck,69,Socialdemokratiet
20841,Lars Arne Christensen,69,Moderaterne
202,Peder Christensen,69,Socialdemokratiet
1461,Rikke Hvilshøj,69,Venstre
1844,Jens Kirk,69,Venstre
20351,Franciska Rosenkilde,69,Alternativet
17736,Per Nørhave,69,Dansk Folkeparti
1447,Poul Qvist Jørgensen,69,Socialdemokratiet
918,Lisbeth Petersen,69,Venstre
201,Thomas Jensen,69,Socialdemokratiet
645,Christian Mejdahl,69,Venstre
17752,Anders Stjernholm,69,Alternativet
17629,Mads Fuglede,69,Venstre
17990,Tommy Ahlers,69,Venstre
920,Lise Hækkerup,69,Socialdemokratiet
1455,René Skau Björnsson,69,Socialdemokratiet
17827,Tina Boel,69,Socialistisk Folkeparti
199,Karsten Hønge,69,Socialistisk Folkeparti
20363,Sara Emil Baaring,69,Socialdemokratiet
200,Jane Heitmann,69,Venstre
98,René Christensen,69,Dansk Folkeparti
17963,Øjvind Vilsholm,69,Enhedslisten
17988,Bjarni Hammer,69,Javnaðarflokkurin
1845,Søren Gade,69,Venstre
44,Henning Hyllested,69,Enhedslisten
212,Eyvind Vesselbo,69,Venstre
18265,Carsten Kissmeyer,69,Venstre
17628,Carl Valentin,69,Socialistisk Folkeparti
17247,Klaus Markussen,69,Venstre
20916,Kenneth Bjerg Andersen,69,Moderaterne
47,Karen Hækkerup (udpeget af S),69,Socialdemokratiet
386,Claus Larsen-Jensen (udpeget af),69,Socialdemokratiet
206,Troels Lund Poulsen,69,Venstre
145,Lars Løkke Rasmussen,69,Venstre
17267,Kristian Hegaard,69,Radikale Venstre
18291,Erik Lund,69,Det Konservative Folkeparti
856,Line Barfod,69,Enhedslisten
133,John Dyrby Paulsen,69,Socialdemokratiet
198,Anne Baastrup,69,Socialistisk Folkeparti
1463,Ritt Bjerregaard,69,Socialdemokratiet
1444,Poul Henrik Hedeboe,69,Socialistisk Folkeparti
43,Pia Olsen Dyhr,69,Socialistisk Folkeparti
132,Søren Pind,69,Venstre
17543,Marianne Bredal,69,Venstre
18278,Serdal Benli,69,Socialistisk Folkeparti
20364,Frederik Vad,69,Socialdemokratiet
205,Jonas Dahl,69,Socialistisk Folkeparti
1850,Christian Lund Jepsen,69,Venstre
110,Rosa Lund,69,Enhedslisten
646,Jens Hald,69,Venstre
17360,Merete Scheelsbeck,69,Det Konservative Folkeparti
18701,Marie Bjerre,69,Venstre
1484,Sofia Rossen,69,Inuit Ataqatigiit
1433,Poul Fischer,69,Dansk Folkeparti
379,Kristen Touborg,69,Socialistisk Folkeparti
15797,Christian Poll,69,Alternativet
20368,Maria Durhuus,69,Socialdemokratiet
18698,Marlene Ambo-Rasmussen,69,Venstre
220,Morten Bødskov,69,Socialdemokratiet
1883,Anne Grete Holmsgaard (udpeget af SF),69,Socialistisk Folkeparti
15798,Dorthe Ullemose,69,Dansk Folkeparti
678,Klaus Hækkerup (udpeget af S),69,Socialdemokratiet
55,Marianne Jelved,69,Radikale Venstre
1414,Peter Christian Christensen,69,Socialdemokratiet
38,Astrid Krag,69,Socialdemokratiet
15799,Roger Courage Matthisen,69,Alternativet
1513,Kisser Franciska Lehnert,69,Liberal Alliance
647,Charlotte Antonsen (udpeget af V),69,Venstre
18697,Stén Knuth,69,Venstre
15800,Henrik Dahl,69,Liberal Alliance
134,Christian Friis Bach,69,Radikale Venstre
219,Lisbeth Bech-Nielsen,69,Socialistisk Folkeparti
1172,Mia Falkenberg,69,Dansk Folkeparti
130,Sophie Løhde,69,Venstre
15881,Magni Arge,69,Tjóðveldi
190,Thyra Frank,69,Liberal Alliance
