party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Socialistisk Folkeparti,Socialistisk Folkeparti,70,8714,8681.0,0.9962129905898554,immigration
Socialistisk Folkeparti,Uden for folketingsgrupperne,70,7151,2798.0,0.3912739476996224,immigration
Socialistisk Folkeparti,Venstre,70,50984,27253.0,0.5345402479209164,immigration
Uden for folketingsgrupperne,Uden for folketingsgrupperne,70,1021,731.0,0.7159647404505387,immigration
Uden for folketingsgrupperne,Venstre,70,18499,12790.0,0.6913887237147954,immigration
Venstre,Venstre,70,63672,63548.0,0.9980525191606986,immigration
Alternativet,Alternativet,71,1169,1063.0,0.9093242087254063,immigration
Alternativet,Borgernes Parti,71,508,75.0,0.14763779527559054,immigration
Alternativet,Danmarksdemokraterne,71,8074,3420.0,0.4235818677235571,immigration
Alternativet,Dansk Folkeparti,71,3116,554.0,0.1777920410783055,immigration
Alternativet,Det Konservative Folkeparti,71,5020,2380.0,0.47410358565737054,immigration
Alternativet,Enhedslisten,71,4178,3771.0,0.9025849688846338,immigration
Alternativet,Liberal Alliance,71,7753,6007.0,0.7747968528311622,immigration
Alternativet,Moderaterne,71,5572,4365.0,0.783381191672649,immigration
Alternativet,Radikale Venstre,71,3222,2861.0,0.887957790192427,immigration
Alternativet,Sambandsflokkurin,71,14,5.0,0.35714285714285715,immigration
Alternativet,Socialdemokratiet,71,27728,21684.0,0.7820253894979804,immigration
Alternativet,Socialistisk Folkeparti,71,7558,6566.0,0.8687483461233131,immigration
Alternativet,Uden for folketingsgrupperne,71,2201,1728.0,0.7850976828714221,immigration
Alternativet,Venstre,71,12237,9495.0,0.7759254719293944,immigration
Borgernes Parti,Danmarksdemokraterne,71,1359,691.0,0.5084621044885945,immigration
Borgernes Parti,Dansk Folkeparti,71,507,454.0,0.8954635108481263,immigration
Borgernes Parti,Det Konservative Folkeparti,71,855,397.0,0.464327485380117,immigration
Borgernes Parti,Enhedslisten,71,711,94.0,0.13220815752461323,immigration
Borgernes Parti,Liberal Alliance,71,1299,449.0,0.34565050038491146,immigration
Borgernes Parti,Moderaterne,71,924,249.0,0.2694805194805195,immigration
Borgernes Parti,Radikale Venstre,71,549,88.0,0.16029143897996356,immigration
Borgernes Parti,Sambandsflokkurin,71,1,1.0,1.0,immigration
Borgernes Parti,Socialdemokratiet,71,4726,1256.0,0.2657638595006348,immigration
Borgernes Parti,Socialistisk Folkeparti,71,1284,222.0,0.17289719626168223,immigration
Borgernes Parti,Uden for folketingsgrupperne,71,360,91.0,0.25277777777777777,immigration
Borgernes Parti,Venstre,71,2086,580.0,0.27804410354745923,immigration
Danmarksdemokraterne,Danmarksdemokraterne,71,9399,9077.0,0.9657410362804554,immigration
Danmarksdemokraterne,Dansk Folkeparti,71,8095,4263.0,0.5266213712168005,immigration
Danmarksdemokraterne,Det Konservative Folkeparti,71,13016,11427.0,0.8779194837123541,immigration
Danmarksdemokraterne,Enhedslisten,71,10823,4347.0,0.4016446456620161,immigration
Danmarksdemokraterne,Liberal Alliance,71,20077,11939.0,0.594660556856104,immigration
Danmarksdemokraterne,Moderaterne,71,14462,7737.0,0.5349882450560088,immigration
Danmarksdemokraterne,Radikale Venstre,71,8319,3624.0,0.43562928236566895,immigration
Danmarksdemokraterne,Sambandsflokkurin,71,39,19.0,0.48717948717948717,immigration
Danmarksdemokraterne,Socialdemokratiet,71,71850,37926.0,0.5278496868475991,immigration
Danmarksdemokraterne,Socialistisk Folkeparti,71,19595,8440.0,0.43072212299055884,immigration
Danmarksdemokraterne,Uden for folketingsgrupperne,71,5689,3014.0,0.5297943399542978,immigration
Danmarksdemokraterne,Venstre,71,31922,17198.0,0.538750704843055,immigration
Dansk Folkeparti,Dansk Folkeparti,71,1164,1164.0,1.0,immigration
Dansk Folkeparti,Det Konservative Folkeparti,71,5031,2328.0,0.4627310673822302,immigration
Dansk Folkeparti,Enhedslisten,71,4185,812.0,0.19402628434886499,immigration
Dansk Folkeparti,Liberal Alliance,71,7775,2322.0,0.29864951768488746,immigration
Dansk Folkeparti,Moderaterne,71,5616,1441.0,0.2565883190883191,immigration
Dansk Folkeparti,Radikale Venstre,71,3230,592.0,0.18328173374613002,immigration
Dansk Folkeparti,Sambandsflokkurin,71,15,7.0,0.4666666666666667,immigration
Dansk Folkeparti,Socialdemokratiet,71,27801,7251.0,0.2608179561886263,immigration
Dansk Folkeparti,Socialistisk Folkeparti,71,7583,1352.0,0.17829355136489516,immigration
Dansk Folkeparti,Uden for folketingsgrupperne,71,2197,542.0,0.24670004551661356,immigration
Dansk Folkeparti,Venstre,71,12365,3337.0,0.2698746461787303,immigration
Det Konservative Folkeparti,Det Konservative Folkeparti,71,3383,3367.0,0.995270469997044,immigration
Det Konservative Folkeparti,Enhedslisten,71,6740,3062.0,0.4543026706231454,immigration
Det Konservative Folkeparti,Liberal Alliance,71,12497,8144.0,0.6516764023365608,immigration
Det Konservative Folkeparti,Moderaterne,71,8993,5488.0,0.6102524185477594,immigration
Det Konservative Folkeparti,Radikale Venstre,71,5192,2706.0,0.5211864406779662,immigration
Det Konservative Folkeparti,Sambandsflokkurin,71,24,18.0,0.75,immigration
Det Konservative Folkeparti,Socialdemokratiet,71,44785,26871.0,0.6,immigration
Det Konservative Folkeparti,Socialistisk Folkeparti,71,12221,6157.0,0.5038049259471402,immigration
Det Konservative Folkeparti,Uden for folketingsgrupperne,71,3556,2125.0,0.5975815523059618,immigration
Det Konservative Folkeparti,Venstre,71,19856,12171.0,0.6129633360193393,immigration
Enhedslisten,Enhedslisten,71,2249,2232.0,0.9924410849266341,immigration
Enhedslisten,Liberal Alliance,71,10388,7557.0,0.727474008471313,immigration
Enhedslisten,Moderaterne,71,7467,5381.0,0.7206374715414491,immigration
Enhedslisten,Radikale Venstre,71,4316,3758.0,0.870713623725672,immigration
Enhedslisten,Sambandsflokkurin,71,19,12.0,0.631578947368421,immigration
Enhedslisten,Socialdemokratiet,71,37221,26728.0,0.7180892506918137,immigration
Enhedslisten,Socialistisk Folkeparti,71,10148,8930.0,0.8799763500197083,immigration
Enhedslisten,Uden for folketingsgrupperne,71,2954,2177.0,0.7369668246445498,immigration
Enhedslisten,Venstre,71,16514,11724.0,0.7099430785999757,immigration
Liberal Alliance,Liberal Alliance,71,8610,8441.0,0.9803716608594657,immigration
Liberal Alliance,Moderaterne,71,13883,12198.0,0.8786285385003242,immigration
Liberal Alliance,Radikale Venstre,71,8008,6358.0,0.7939560439560439,immigration
Liberal Alliance,Sambandsflokkurin,71,34,34.0,1.0,immigration
Liberal Alliance,Socialdemokratiet,71,68958,60326.0,0.8748223556367644,immigration
Liberal Alliance,Socialistisk Folkeparti,71,18818,14713.0,0.7818577957274949,immigration
Liberal Alliance,Uden for folketingsgrupperne,71,5483,4834.0,0.8816341418931242,immigration
Liberal Alliance,Venstre,71,30571,26487.0,0.86640934218704,immigration
Moderaterne,Moderaterne,71,4276,4276.0,1.0,immigration
Moderaterne,Radikale Venstre,71,5764,4708.0,0.816793893129771,immigration
Moderaterne,Sambandsflokkurin,71,28,28.0,1.0,immigration
Moderaterne,Socialdemokratiet,71,49641,49641.0,1.0,immigration
Moderaterne,Socialistisk Folkeparti,71,13550,11115.0,0.8202952029520295,immigration
Moderaterne,Uden for folketingsgrupperne,71,3908,3657.0,0.9357727737973388,immigration
Moderaterne,Venstre,71,22004,21898.0,0.9951826940556262,immigration
Radikale Venstre,Radikale Venstre,71,1245,1237.0,0.993574297188755,immigration
