party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Dansk Folkeparti,Uden for Folketingsgrupperne,71,1799,1067.0,0.5931072818232351,erhverv
Dansk Folkeparti,Venstre,71,7052,4782.0,0.6781055019852524,erhverv
Det Konservative Folkeparti,Det Konservative Folkeparti,71,2109,2101.0,0.9962067330488383,erhverv
Det Konservative Folkeparti,Enhedslisten,71,3003,1770.0,0.5894105894105894,erhverv
Det Konservative Folkeparti,Javnaðarflokkurin,71,4,4.0,1.0,erhverv
Det Konservative Folkeparti,Liberal Alliance,71,11179,9362.0,0.8374631004562125,erhverv
Det Konservative Folkeparti,Moderaterne,71,10850,8343.0,0.7689400921658986,erhverv
Det Konservative Folkeparti,Naleraq,71,7,4.0,0.5714285714285714,erhverv
Det Konservative Folkeparti,Nye Borgerlige,71,610,474.0,0.7770491803278688,erhverv
Det Konservative Folkeparti,Radikale Venstre,71,3070,2381.0,0.7755700325732899,erhverv
Det Konservative Folkeparti,Sambandsflokkurin,71,91,74.0,0.8131868131868132,erhverv
Det Konservative Folkeparti,Socialdemokratiet,71,28410,21983.0,0.7737768391411475,erhverv
Det Konservative Folkeparti,Socialistisk Folkeparti,71,9343,6056.0,0.6481858075564594,erhverv
Det Konservative Folkeparti,Uden for Folketingsgrupperne,71,2278,1512.0,0.6637401229148375,erhverv
Det Konservative Folkeparti,Venstre,71,9318,7217.0,0.7745224297059455,erhverv
Enhedslisten,Enhedslisten,71,590,582.0,0.9864406779661017,erhverv
Enhedslisten,Javnaðarflokkurin,71,2,2.0,1.0,erhverv
Enhedslisten,Liberal Alliance,71,6648,3799.0,0.5714500601684718,erhverv
Enhedslisten,Moderaterne,71,6361,3574.0,0.5618613425562019,erhverv
Enhedslisten,Naleraq,71,4,4.0,1.0,erhverv
Enhedslisten,Nye Borgerlige,71,373,190.0,0.5093833780160858,erhverv
Enhedslisten,Radikale Venstre,71,1857,1305.0,0.7027463651050081,erhverv
Enhedslisten,Sambandsflokkurin,71,43,37.0,0.8604651162790697,erhverv
Enhedslisten,Socialdemokratiet,71,16961,9365.0,0.5521490478155769,erhverv
Enhedslisten,Socialistisk Folkeparti,71,5624,4493.0,0.7988975817923186,erhverv
Enhedslisten,Uden for Folketingsgrupperne,71,1521,781.0,0.5134779750164365,erhverv
Enhedslisten,Venstre,71,5721,3138.0,0.5485055060304143,erhverv
Javnaðarflokkurin,Liberal Alliance,71,9,9.0,1.0,erhverv
Javnaðarflokkurin,Moderaterne,71,8,8.0,1.0,erhverv
Javnaðarflokkurin,Radikale Venstre,71,2,2.0,1.0,erhverv
Javnaðarflokkurin,Socialdemokratiet,71,24,24.0,1.0,erhverv
Javnaðarflokkurin,Socialistisk Folkeparti,71,6,6.0,1.0,erhverv
Javnaðarflokkurin,Uden for Folketingsgrupperne,71,3,3.0,1.0,erhverv
Javnaðarflokkurin,Venstre,71,8,8.0,1.0,erhverv
Liberal Alliance,Liberal Alliance,71,11059,11014.0,0.9959309159960213,erhverv
Liberal Alliance,Moderaterne,71,23692,16944.0,0.7151781191963532,erhverv
Liberal Alliance,Naleraq,71,17,9.0,0.5294117647058824,erhverv
Liberal Alliance,Nye Borgerlige,71,1256,884.0,0.7038216560509554,erhverv
Liberal Alliance,Radikale Venstre,71,6859,4931.0,0.7189094620207027,erhverv
Liberal Alliance,Sambandsflokkurin,71,159,91.0,0.5723270440251572,erhverv
Liberal Alliance,Socialdemokratiet,71,62890,44936.0,0.7145174113531563,erhverv
Liberal Alliance,Socialistisk Folkeparti,71,20893,12450.0,0.5958933614129134,erhverv
Liberal Alliance,Uden for Folketingsgrupperne,71,5808,3705.0,0.6379132231404959,erhverv
Liberal Alliance,Venstre,71,21101,15146.0,0.7177858869247903,erhverv
Moderaterne,Moderaterne,71,10188,10176.0,0.9988221436984688,erhverv
Moderaterne,Naleraq,71,13,7.0,0.5384615384615384,erhverv
Moderaterne,Nye Borgerlige,71,1401,925.0,0.6602426837972877,erhverv
Moderaterne,Radikale Venstre,71,6458,4956.0,0.7674202539485909,erhverv
Moderaterne,Sambandsflokkurin,71,176,176.0,1.0,erhverv
Moderaterne,Socialdemokratiet,71,60006,59891.0,0.9980835249808353,erhverv
Moderaterne,Socialistisk Folkeparti,71,20125,14569.0,0.7239254658385094,erhverv
Moderaterne,Uden for Folketingsgrupperne,71,5031,3359.0,0.6676605048698072,erhverv
Moderaterne,Venstre,71,20033,19990.0,0.9978535416562672,erhverv
Naleraq,Radikale Venstre,71,5,5.0,1.0,erhverv
Naleraq,Socialdemokratiet,71,41,21.0,0.5121951219512195,erhverv
Naleraq,Socialistisk Folkeparti,71,11,6.0,0.5454545454545454,erhverv
Naleraq,Uden for Folketingsgrupperne,71,7,5.0,0.7142857142857143,erhverv
Naleraq,Venstre,71,16,8.0,0.5,erhverv
Nye Borgerlige,Nye Borgerlige,71,19,19.0,1.0,erhverv
Nye Borgerlige,Radikale Venstre,71,340,226.0,0.6647058823529411,erhverv
Nye Borgerlige,Sambandsflokkurin,71,13,9.0,0.6923076923076923,erhverv
Nye Borgerlige,Socialdemokratiet,71,3301,2218.0,0.6719176007270524,erhverv
Nye Borgerlige,Socialistisk Folkeparti,71,1141,719.0,0.6301489921121823,erhverv
Nye Borgerlige,Uden for Folketingsgrupperne,71,119,66.0,0.5546218487394958,erhverv
Nye Borgerlige,Venstre,71,1057,712.0,0.67360454115421,erhverv
Radikale Venstre,Radikale Venstre,71,585,584.0,0.9982905982905983,erhverv
Radikale Venstre,Sambandsflokkurin,71,42,33.0,0.7857142857142857,erhverv
Radikale Venstre,Socialdemokratiet,71,17348,13417.0,0.7734032741526401,erhverv
Radikale Venstre,Socialistisk Folkeparti,71,5692,4488.0,0.7884750527055516,erhverv
Radikale Venstre,Uden for Folketingsgrupperne,71,1590,1004.0,0.6314465408805031,erhverv
Radikale Venstre,Venstre,71,5783,4445.0,0.7686321978212001,erhverv
Sambandsflokkurin,Socialdemokratiet,71,424,424.0,1.0,erhverv
Sambandsflokkurin,Socialistisk Folkeparti,71,134,113.0,0.8432835820895522,erhverv
Sambandsflokkurin,Uden for Folketingsgrupperne,71,13,8.0,0.6153846153846154,erhverv
Sambandsflokkurin,Venstre,71,123,123.0,1.0,erhverv
Socialdemokratiet,Socialdemokratiet,71,76406,76387.0,0.9997513284297045,erhverv
Socialdemokratiet,Socialistisk Folkeparti,71,52766,37925.0,0.718739339726339,erhverv
Socialdemokratiet,Uden for Folketingsgrupperne,71,14297,9614.0,0.6724487654752745,erhverv
Socialdemokratiet,Venstre,71,53240,53233.0,0.9998685199098423,erhverv
Socialistisk Folkeparti,Socialistisk Folkeparti,71,7775,7745.0,0.9961414790996784,erhverv
Socialistisk Folkeparti,Uden for Folketingsgrupperne,71,4652,2670.0,0.5739466895958727,erhverv
Socialistisk Folkeparti,Venstre,71,17785,12615.0,0.7093055946021929,erhverv
Uden for Folketingsgrupperne,Uden for Folketingsgrupperne,71,636,361.0,0.5676100628930818,erhverv
Uden for Folketingsgrupperne,Venstre,71,5003,3329.0,0.6654007595442735,erhverv
Venstre,Venstre,71,7958,7958.0,1.0,erhverv
